# x_m, y_m, w_tr_right_m, w_tr_left_m, curvature, heading_angle_rad
89630.73170533763,43130.95709797318,3.3495809722591106,3.3495809722591106,0.004556625218184128,2.1424395270976753
89630.34957939855,43131.549028376896,3.358292085285333,3.358292085285333,0.003924429797558465,2.1454267424630538
89629.96551740209,43132.14036174933,3.3085274612696787,3.3085274612696787,0.0032977038146868353,2.1479725392634217
89629.57985376132,43132.7311483997,3.310398181227081,3.310398181227081,0.002675384295958957,2.1500793051003977
89629.19292288928,43133.32143863718,3.260405802612348,3.260405802612348,0.0020563951832385787,2.15174892721265
89628.80505919906,43133.91128277095,3.3704520247043783,3.3704520247043783,0.0014396489439628785,2.152982785199567
89628.4165971037,43134.50073111021,3.320792697207437,3.320792697207437,0.0008240478511239449,2.153781744987007
89628.02787101627,43135.08983396413,3.462073737029977,3.462073737029977,0.00020848495454640616,2.154146153752268
89627.6392153498,43135.67864164193,3.4125195062726363,3.4125195062726363,-0.00040815506544395174,2.1540758358144227
89627.25096451739,43136.267204452764,3.593913832426576,3.593913832426576,-0.0010270017188975084,2.1535700894284937
89626.86345293207,43136.85557270584,3.5454440854716327,3.5454440854716327,-0.0017092488328648802,2.15262767519967
89626.47701501306,43137.44379672467,3.4202980220566377,3.4202980220566377,-0.0027232237945803506,2.151162232137953
89626.09204138484,43138.03205813665,3.370411309271745,3.370411309271745,-0.004260792324852516,2.1487958447098365
89625.70911615432,43138.620990572505,3.341736854569654,3.341736854569654,-0.006095222916546277,2.1451737299303297
89625.32886503068,43139.21132485175,3.291953192212319,3.291953192212319,-0.007967985809062978,2.1402352516163616
89624.95191372292,43139.80379179381,3.42469170500754,3.42469170500754,-0.009827105246933665,2.1339857607315484
89624.57888794014,43140.39912221814,3.375082215837203,3.375082215837203,-0.011663058968041264,2.1264342231406
89624.2104133914,43140.99804694421,3.424170418108589,3.424170418108589,-0.012943115571906612,2.1175956426467533
89623.8471134385,43141.60129483177,3.3743208289683384,3.3743208289683384,-0.01187457846784178,2.1082224611918075
89623.48880787395,43142.208923856495,3.4357697088428383,3.4357697088428383,-0.00755980551501909,2.1008539282491987
89623.13334316327,43142.81934450254,3.3858697847599544,3.3858697847599544,-0.0016350171935329727,2.0975419751673274
89622.77826835637,43143.430718947566,3.4764622500293734,3.4764622500293734,0.004451186555655476,2.098538619648949
89622.42113250305,43144.041209369214,3.4269284294218982,3.4269284294218982,0.010534054329776839,2.103837070605427
89622.05948465313,43144.64897794511,3.4166148947608126,3.4166148947608126,0.016636760399603216,2.1134425432440844
89621.69087385638,43145.25218685288,3.366731380670572,3.366731380670572,0.022158111877212436,2.127369318310347
89621.31284916267,43145.84899827017,3.361178010512379,3.361178010512379,0.023476491239850763,2.144764136433514
89620.92397344815,43146.43827280868,3.3123097387265177,3.3123097387265177,0.01725634081403502,2.160526149247874
89620.52773932862,43147.02226722185,3.3180044590371955,3.3180044590371955,0.006187223582762278,2.169121763634207
89620.1291356448,43147.60426902592,3.268009573372149,3.268009573372149,-0.005239581626506522,2.1692538113241158
89619.73315157686,43148.18756597098,3.337439677924108,3.337439677924108,-0.012878815666771348,2.1617268514942776
89619.3438375261,43148.774776162834,3.2874766142401626,3.2874766142401626,-0.013873524822555692,2.151096992254365
89618.9609361712,43149.36544494782,3.3493751597999566,3.3493751597999566,-0.010683545818095472,2.142185226077627
89618.58295536414,43149.9582368528,3.2997068723033225,3.2997068723033225,-0.006721838340246862,2.1360661364762996
89618.20840285344,43150.551816331,3.403527933151333,3.403527933151333,-0.002738815438451363,2.132744166267582
89617.8357863878,43151.14484783566,3.354090538226484,3.354090538226484,0.0012818038745158985,2.1322307161907124
89617.46361371597,43151.73599582008,3.4535672560467123,3.4535672560467123,0.005280025646531124,2.1345451438996066
89617.09039258654,43152.32392473746,3.404127659084198,3.404127659084198,0.007434584076051366,2.13960611098013
89616.71474484264,43152.907401817225,3.5243289962860302,3.5243289962860302,0.004253067026639258,2.1448823409136373
89616.33785205019,43153.48750008456,3.4749806761166075,3.4749806761166075,-0.00436311514086859,2.145483714997504
89615.96342019683,43154.06756656127,3.5665935824218247,3.5665935824218247,-0.014910371298094579,2.1388410322049163
89615.59526230393,43154.65104468503,3.517193076517377,3.517193076517377,-0.02235483921724411,2.124910989291814
89615.23712245059,43155.24132244709,3.554757339614127,3.554757339614127,-0.01871525737988818,2.108001061937243
89614.8881929132,43155.83812707982,3.504887238510232,3.504887238510232,-0.0019472576197393737,2.099038426272547
89614.54036093668,43156.43531078945,3.561583381875056,3.561583381875056,0.0174701631586876,2.1053124640480343
89614.18485609026,43157.026196698425,3.511858381852903,3.511858381852903,0.020824427760040596,2.1232026812934714
89613.81795404313,43157.6072482832,3.559380933930424,3.559380933930424,-0.0023511956362593147,2.1339757729260813
89613.45289488937,43158.18548654041,3.5095912174350263,3.5095912174350263,-0.041556787745269476,2.1198544771034626
89613.1064798661,43158.77014868313,3.590281706629869,3.590281706629869,-0.08608434964009988,2.0771243865916675
89612.79584165134,43159.37033173604,3.5405947960489144,3.5405947960489144,-0.13637827722665227,2.0029875135611297
89612.54222711593,43159.993392558,3.5842185082908897,3.5842185082908897,-0.18869471146414457,1.8933336752400134
89612.36966697834,43160.6455105334,3.534628212279843,3.534628212279843,-0.2146348412132537,1.7503712595589123
89612.29941938391,43161.33095202221,3.5669168699146585,3.5669168699146585,-0.1930070673770586,1.6023996954579118
89612.32571159047,43162.0358924748,3.517048244833944,3.517048244833944,-0.1591415847093435,1.479485087833071
89612.42813155592,43162.73663057278,3.6428761328597097,3.6428761328597097,-0.1519440189435636,1.375101754640623
89612.5991789331,43163.41542722246,3.593289427999132,3.593289427999132,-0.17126032793576615,1.2644788624209944
89612.84729076848,43164.06194354112,3.6678385272904026,3.6678385272904026,-0.18913114929374128,1.13677578335003
89613.17913031825,43164.66668093153,3.618498072122217,3.618498072122217,-0.18800749727549387,1.003586542948789
89613.58646414975,43165.22227023929,3.5928311008558707,3.5928311008558707,-0.17872075205116117,0.8774073332607826
89614.05628340569,43165.72215712854,3.542854501480764,3.542854501480764,-0.1736943394434374,0.7574802433130319
89614.57924152105,43166.16110694836,3.5760397533483093,3.5760397533483093,-0.1727565350988462,0.639621033139868
89615.14868321741,43166.53485336811,3.5265413148699665,3.5265413148699665,-0.1732344245823195,0.5219939885270932
89615.75801528327,43166.8391523887,3.5098167847031747,3.5098167847031747,-0.17447265688675784,0.403779048599547
89616.40064450714,43167.06976001104,3.460168468268027,3.460168468268027,-0.17601033812488942,0.2842324923109851
89617.0699776775,43167.22243223603,3.450824180381612,3.450824180381612,-0.17644825078596674,0.16297856633058264
89617.7584753358,43167.29303774442,3.4010765770246576,3.4010765770246576,-0.17841894997668775,0.040515291723933096
89618.4505902839,43167.27839878471,3.480662919976398,3.480662919976398,-0.18870214720636827,-0.08546177132434354
89619.12674692408,43167.17581731026,3.430859954376195,3.430859954376195,-0.20928790137376233,-0.22090602367659756
89619.76760622012,43166.98263527194,3.53271918052684,3.53271918052684,-0.22945076013900212,-0.3692305505900625
89620.36294545868,43166.69743539946,3.4828039138480187,3.4828039138480187,-0.22640333655331876,-0.5237522685864716
89620.91357064033,43166.32077785466,3.5857694610242903,3.5857694610242903,-0.1953064802747905,-0.6676061251819222
89621.41738308898,43165.86615355805,3.535799128032868,3.535799128032868,-0.15835550291337264,-0.7878738473671969
89621.86830646913,43165.36130303556,3.478491707453345,3.478491707453345,-0.12460855515132352,-0.8842928492848021
89622.26690946451,43164.82948169814,3.428578784146356,3.428578784146356,-0.08211029751018357,-0.9547649134490195
89622.63586338,43164.27708304623,3.4826566795570373,3.4826566795570373,-0.03920546029093441,-0.992469826234195
89622.99953701205,43163.70716113354,3.4327476172444484,3.4327476172444484,-0.016283295545486205,-1.007380033033967
89623.36484883445,43163.12311176983,3.4082660193438272,3.4082660193438272,-0.008564422965909198,-1.0148413113295482
89623.73189529157,43162.52846437093,3.358285147266673,3.358285147266673,-0.004373598413070974,-1.0193324670260007
89624.10075708067,43161.92674866105,3.2477347105196173,3.2477347105196173,-0.00046360703503977007,-1.021025180080375
89624.47151489892,43161.321494364405,3.198120939616963,3.198120939616963,0.0031331865334903257,-1.0200054997802224
89624.84424944362,43160.71623120523,3.192967712875346,3.192967712875346,0.005399886268486611,-1.016569464951003
89625.21893434747,43160.113906923376,3.1431510356653587,3.1431510356653587,0.005311545048077121,-1.0123278070347876
89625.59502336264,43159.514643277056,3.0530496378600747,3.0530496378600747,0.003667262193709136,-1.0090457307581273
89625.97181266699,43158.91770547732,3.003893789855326,3.003893789855326,0.0017028933163937214,-1.0071485129800881
89626.34859840333,43158.32235854476,3.0493623973539057,3.0493623973539057,-0.0002828007445255949,-1.0066469397472706
89626.72467671445,43157.72786749996,2.9993990796822474,2.9993990796822474,-0.0022836880733368603,-1.0075488280465177
89627.09934374319,43157.13349736353,3.064260542787147,3.064260542787147,-0.004293542945897623,-1.0098590949113198
89627.47189563232,43156.53851315604,3.0143377171766983,3.0143377171766983,-0.006305843121297817,-1.0135796661848941
89627.84162852468,43155.94217989808,3.0244933338249944,3.0244933338249944,-0.008313382914654499,-1.0187093164827454
89628.20783856307,43155.34376261025,2.974618549603846,2.974618549603846,-0.010099736979663888,-1.0252430901096499
89628.56982226363,43154.74252665017,3.0115681023745826,3.0115681023745826,-0.01086650229838573,-1.0328801263985932
89628.9271866937,43154.13801773251,2.9620723150700257,2.9620723150700257,-0.010145344813221038,-1.0404988270359041
89629.28041255048,43153.53057026092,3.002251697782945,3.002251697782945,-0.008641267440449487,-1.04713446997385
89629.63013303142,43152.92065631208,2.953649114689821,2.953649114689821,-0.007043153905705318,-1.0526474497481804
89629.97698133411,43152.308747962685,3.121360994625469,3.121360994625469,-0.005451867950356832,-1.057041293276907
89630.32159065593,43151.69531728941,3.078331551405635,3.078331551405635,-0.0038659587311625893,-1.060318936349498
89630.66459419442,43151.08083636895,3.2503540568385594,3.2503540568385594,-0.0022836819000441226,-1.0624825636787205
89631.00662514701,43150.46577727795,3.2068927924757302,3.2068927924757302,-0.0007030859012304138,-1.063533490540776
89631.34831671124,43149.85061209314,3.409037236525781,3.409037236525781,0.0008779043296826881,-1.063472084550753
89631.6903020846,43149.23581289121,3.3608973329165672,3.3608973329165672,0.002461405293282498,-1.0622977271241167
89632.03321446452,43148.6218517488,3.450036825253827,3.450036825253827,0.004049492917128578,-1.0600088137670716
89632.37768704856,43148.00920074264,3.400414740927766,3.400414740927766,0.005644119367654984,-1.0566027941062792
89632.72435303414,43147.39833194936,3.406585948326462,3.406585948326462,0.007247027783933121,-1.0520762516707498
89633.07384561874,43146.78971744568,3.3671785496618027,3.3671785496618027,0.008859662998296677,-1.0464250247483995
89633.4267979999,43146.18382930829,3.304349807706616,3.304349807706616,0.010453619620876067,-1.039644370271799
89633.78384337504,43145.58113961385,3.256078943448649,3.256078943448649,0.011422057114967082,-1.031770556944766
89634.14556982047,43144.982082980045,3.14405572786209,3.14405572786209,0.010677675355443766,-1.0236504115543383
89634.51168397258,43144.38636226543,3.1018001849847834,3.1018001849847834,0.008263022462653149,-1.0168354798127475
89634.88109002214,43143.79301414938,3.0112085983818244,3.0112085983818244,0.005264012627720176,-1.0121003307475822
89635.25266288134,43143.20105100455,2.9667412060713083,2.9667412060713083,0.0022376054182267164,-1.0094785153735695
89635.62527746227,43142.60948520355,2.9120434465182243,2.9120434465182243,-0.0007871724470778446,-1.0089719137070328
89635.99780867704,43142.01732911901,2.863907883949541,2.863907883949541,-0.0038010485838314992,-1.0105779933429386
89636.36913143778,43141.42359512355,2.842227113101939,2.842227113101939,-0.00679214684607694,-1.014289896653923
89636.73812065666,43140.82729558984,2.7928648247574395,2.7928648247574395,-0.006820052770470998,-1.0200927334330192
89637.10365372604,43140.22744833604,2.91214658075404,2.91214658075404,0.007525750719357145,-1.0238751812535611
89637.46749108082,43139.62940104936,2.863002716620437,2.863002716620437,0.04530006131543949,-1.0093291222409595
89637.83983612114,43139.057038383646,3.0028267565168454,3.0028267565168454,0.0897367412019565,-0.9596449378600603
89638.23242969887,43138.53762054763,2.9530645032817304,2.9530645032817304,0.08524470840283883,-0.8892251556746362
89638.65288264523,43138.05484029476,3.0525622148494733,3.0525622148494733,0.06108101445266554,-0.853046943491324
89639.10835719244,43137.5343750143,3.002845975108116,3.002845975108116,0.11292797704767746,-0.8092827293101968
89639.6254301728,43137.03468896748,2.9631843029956464,2.9631843029956464,0.17916598007836423,-0.694189433607974
89640.21979762243,43136.60920780456,2.913643604865233,2.913643604865233,0.1941320324427897,-0.5485300484409722
89640.8765617604,43136.270141809895,2.923611573557805,2.923611573557805,0.18656594825445177,-0.4076473390271314
89641.57619566673,43136.023464985774,2.873651789508283,2.873651789508283,0.18537647301477908,-0.2708299352601129
89642.29917242118,43135.87515133441,2.8646235835531035,2.8646235835531035,0.19437582366161507,-0.13186530609950842
89643.02596510366,43135.831174858045,2.81462438560976,2.81462438560976,0.213816329318794,0.015548244838232497
89643.73704679399,43135.89750955892,2.8725618008254763,2.8725618008254763,0.24306271999374993,0.17760960723618652
89644.41289057207,43136.080129439295,2.8228862709722486,2.8228862709722486,0.2709772507106091,0.3594596798035146
89645.03405102306,43136.38490572599,2.8870080091241928,2.8870080091241928,0.26369186639225156,0.5525141067538383
89645.59030136053,43136.80608527389,2.838299240150081,2.838299240150081,0.20947031340473923,0.7229978520502172
89646.08898266173,43137.31576246868,2.7103035054502205,2.7103035054502205,0.1447677531207801,0.8486486205582803
89646.53940831224,43137.88354468322,2.660336525554757,2.660336525554757,0.09119297842277012,0.9331240353502065
89646.95089169772,43138.47903929045,2.6565842749626323,2.6565842749626323,0.04692676679446676,0.9821345664322779
89647.33274620376,43139.071853663234,2.6068878887826776,2.6068878887826776,0.09128330598575643,1.0002635120055823
89647.69185518978,43139.63369067335,2.6833958302569,2.6833958302569,0.30149676044471724,1.1120759368844444
89647.91181271197,43140.24439471715,2.633505945061754,2.633505945061754,0.3971243923780299,1.38731926997609
89647.93522468551,43140.94520304899,2.681607106470685,2.681607106470685,0.2596369932580088,1.6336359763160335
89647.82136695238,43141.68181006776,2.6325262633149578,2.6325262633149578,0.14831367917113614,1.7776886802421754
89647.62996608122,43142.39953736507,2.405174764372955,2.405174764372955,0.11100363729456429,1.8621760010507764
89647.41026769356,43143.05252500071,2.3680663722982467,2.3680663722982467,0.13265953597186314,1.938477056428433
89647.14936160402,43143.64722103059,2.235903369653794,2.235903369653794,0.1399585764338305,2.0375072978079967
89646.827414106,43144.20935905356,2.193630401946693,2.193630401946693,0.07792655946441857,2.116113886991885
89646.47128019713,43144.76491113731,2.0986563334708426,2.0986563334708426,0.013259334360321466,2.139691646618037
89646.1085831211,43145.33356686847,2.0522388008695134,2.0522388008695134,-0.009128098833212944,2.1343964231182615
89645.7437393811,43145.91612689896,2.0533371805354137,2.0533371805354137,-0.008700905231882638,2.127276549466936
89645.37684979025,43146.50987916046,2.004676445260253,2.004676445260253,-0.005653264876172381,2.1222897575847712
89645.00801516174,43147.11211158473,2.0227748395312384,2.0227748395312384,-0.002851282692012882,2.11930161974006
89644.63733630873,43147.72011210342,1.972839881956608,1.972839881956608,-0.00020015882215327293,2.118223193265998
89644.2649140444,43148.33116864828,2.0399332939514987,2.0399332939514987,0.002382481352740241,2.1190061945394945
89643.89084918189,43148.94256915101,1.990591133156568,1.990591133156568,0.004727177860303036,2.121638417557937
89643.51524265653,43149.55160619164,2.0860214286024603,2.0860214286024603,0.006095404639676992,2.1257883723229156
89643.13821973233,43150.15649759788,2.038174540604357,2.038174540604357,0.006080022489440075,2.1303503056791255
89642.75995919551,43150.75749673534,2.2121344048155014,2.2121344048155014,0.005348313703151935,2.1344363968028723
89642.38064695844,43151.35512798068,2.164136072432964,2.164136072432964,0.004518619641999774,2.137930255375677
89642.00046893347,43151.949915710575,2.3897458602839143,2.3897458602839143,0.0036684475464391158,2.140821377229784
89641.61961103295,43152.542384301705,2.3436320540906546,2.3436320540906546,0.0028013951606541145,2.1431009782210135
89641.23825916911,43153.13305813068,2.6083263518389908,2.6083263518389908,0.0019211638875992556,2.144762026755438
89640.85659925437,43153.72246157421,2.561460196723924,2.561460196723924,0.0010315368458708473,2.145799270102311
89640.47481720104,43154.3111190089,2.8561094351061325,2.8561094351061325,0.00013635682178784792,2.146209254357456
89640.09309892144,43154.89955481148,2.8106822896958943,2.8106822896958943,-0.0007604954022127089,2.1459903382727243
89639.7116303279,43155.48829335854,3.0300919959979606,3.0300919959979606,-0.0016551226129428948,2.14514270143866
89639.33059733275,43156.07785902679,2.983238999707293,2.983238999707293,-0.0025296771118009844,2.143668346632609
89638.95018584833,43156.66877619286,3.119891135792097,3.119891135792097,-0.003154172590935679,2.141590647405267
89638.57056833162,43157.26153928722,3.0726904943136977,3.0726904943136977,-0.003168283281881135,2.1392324556957587
89638.19171149563,43157.85618483503,3.219085363739523,3.219085363739523,-0.0026389791391824846,2.1371260218739465
89637.81342138353,43158.45239177365,3.17083795761078,3.17083795761078,-0.001943247626822749,2.1355072640733757
89637.43549977108,43159.04982954299,3.280511612000258,3.280511612000258,-0.0012491904273477421,2.1343792415894
89637.05774843412,43159.64816758303,3.231448197200569,3.231448197200569,-0.0005596298495288635,2.1337395561748846
89636.67996914843,43160.24707533369,3.3656526595034677,3.3656526595034677,0.00012696811100819424,2.133586531442752
89636.30196368988,43160.84622223495,3.3168696575947543,3.3168696575947543,0.0008121266596601908,2.133919210359704
89635.92353383424,43161.44527772673,3.443270655302967,3.443270655302967,0.001497358368358548,2.1347373519070825
89635.54448135736,43162.043911249,3.394869804145442,3.394869804145442,0.002187295036156607,2.13604142692052
89635.16460803499,43162.64179224171,3.37847018446286,3.37847018446286,0.0029291731368462186,2.1378370448481823
89634.78370843129,43163.23858978405,3.3292354738323957,3.3292354738323957,0.003794537337856539,2.1401908389087754
89634.40147885737,43163.83396804058,3.367717510229322,3.367717510229322,0.004770002443262183,2.143209036959378
89634.01754464168,43164.42758762519,3.317857537605462,3.317857537605462,0.005783619162669641,2.146938782618249
89633.6315295365,43165.01910907296,3.424237146226369,3.424237146226369,0.006804720616383143,2.1513840009258076
89633.24305729405,43165.60819291895,3.3766138510191155,3.3766138510191155,0.007833316443708348,2.1565479994676497
89632.85175166653,43166.19449969824,3.5840200344973123,3.5840200344973123,0.008869954497008385,2.1624343722975787
89632.45723640625,43166.77768994591,3.538487957366975,3.538487957366975,0.009915010369477315,2.169046924217903
89632.0591352654,43167.357424197005,3.680486362523408,3.680486362523408,0.010968658646302375,2.1763895822013777
89631.65707199622,43167.93336298663,3.6315616364439633,3.6315616364439633,0.011813218086659402,2.1844662935289216
89631.25067035097,43168.50516684982,3.7133759809218905,3.7133759809218905,0.009501141891964377,2.192975429187248
89630.83994426877,43169.072687214,3.663617229428744,3.663617229428744,-0.000373039112339778,2.1977864357148755
89630.42979519644,43169.63816663644,3.7192932007169945,3.7192932007169945,-0.016980492023356046,2.1924217020472923
89630.02845320667,43170.20547614801,3.6693756928319337,3.6693756928319337,-0.036160579965908365,2.1740306330808554
89629.64421228964,43170.77851805015,3.7125729949073145,3.7125729949073145,-0.04758397276317364,2.142210260365314
89629.28536643542,43171.3611946442,3.6627218909263233,3.6627218909263233,0.04239608067392748,2.108602284998864
89628.94636143484,43171.94852311558,3.77721693757542,3.77721693757542,0.24076465602341077,2.20128254149321
89628.49004863571,43172.45088053494,3.7275302150042817,3.7275302150042817,0.2901688019754214,2.428633886463887
89627.89896299213,43172.85419437832,3.8551867058184426,3.8551867058184426,0.16156558442647967,2.602739329116581
89627.24015187552,43173.19815880933,3.8058334627934993,3.8058334627934993,0.03240939643927272,2.6723294682739085
89626.58079951377,43173.5225550779,3.8354306013293824,3.8354306013293824,-0.08497403785791252,2.6508649937183213
89625.98809013475,43173.86716443392,3.785656785728595,3.785656785728595,-0.06687596611866024,2.54328950978578
89625.50705791278,43174.25446957593,3.758760189692469,3.758760189692469,0.20461253350999928,2.5754822017119974
89624.95259700202,43174.52521476773,3.710046500955488,3.710046500955488,0.26719905755060663,2.7948655451469766
89624.35678069308,43174.6700922464,3.5675604936614893,3.5675604936614893,0.08054600586315354,2.904308971372504
89623.77179829688,43174.810778678126,3.5176159618960074,3.5176159618960074,-0.04905210932238951,2.892817709176896
89623.1155015889,43174.98542356275,3.633766473512949,3.633766473512949,-0.0937246495339423,2.8441635826622442
89622.46458367653,43175.21146812112,3.583786650545651,3.583786650545651,-0.12028004601258692,2.760945247746264
89621.85427521524,43175.49012045207,3.5902745281047923,3.5902745281047923,-0.12204705852140557,2.679642716780337
89621.27063476677,43175.80591105508,3.540398692828179,3.540398692828179,-0.16658940975750045,2.598551077545168
89620.72566554107,43176.17131725568,3.549779491936665,3.549779491936665,-0.20228242756082307,2.4571163035961447
89620.27331223401,43176.61981790188,3.499857006236165,3.499857006236165,-0.22830395703760745,2.3375905568931405
89619.85649185267,43177.07344797545,3.5489788594680785,3.5489788594680785,-0.304513576559337,2.175142598899117
89619.5538527289,43177.66170289576,3.499051031484945,3.499051031484945,-0.2608623498442295,1.9558405639330148
89619.36344783999,43178.29001896023,3.569981479930456,3.569981479930456,-0.13497375137711745,1.8169502178888661
89619.247504247,43178.88100495971,3.5202118788357524,3.5202118788357524,-0.016238226810194697,1.7917278912979007
89619.08887846071,43179.51251273159,3.536062556782499,3.536062556782499,-0.09103819083790589,1.7964214265778566
89618.95131316944,43180.17141060212,3.486746401833992,3.486746401833992,-0.22992824137050635,1.6676534981908435
89618.96427300118,43180.79497390202,3.4322060069827205,3.4322060069827205,-0.19680666135660663,1.4974020258441154
89619.0429449793,43181.417654763056,3.3822113312133237,3.3822113312133237,-0.09546800119261836,1.427979304810512
89619.14690350673,43182.06504048557,3.425164074877073,3.425164074877073,-0.1285724488508249,1.3752063560367656
89619.3026906328,43182.72868797417,3.3755157212175457,3.3755157212175457,-0.23758285183586494,1.2547341093446414
89619.56584215115,43183.34610105703,3.369066982974264,3.369066982974264,-0.31405398508875526,1.0486437069537886
89619.96312676292,43183.87642687677,3.3193690989190148,3.3193690989190148,-0.24998358768797155,0.8416698255004794
89620.45697759114,43184.343626926886,3.335175702918598,3.335175702918598,-0.1277736431096849,0.7141017521917737
89621.00346469086,43184.77807321801,3.285505865800713,3.285505865800713,-0.04274307521280699,0.6627671480332916
89621.56297809415,43185.20691382305,3.2745154601806337,3.2745154601806337,-0.00909970531811988,0.6532041693670902
