x,y,z
89642.57902598276,43121.777818391965,43.1326
89642.88109758007,43122.01923351831,43.1343
89642.73550241994,43121.437166481686,43.1343
89641.83818827229,43121.97085860021,43.1343
89642.1392268402,43122.20480115299,43.1359
89641.99337315981,43121.62279884701,43.1359
89641.0962961567,43122.15688946729,43.1359
89641.36996091259,43122.3962354979,43.1374
89641.27903908741,43121.8031645021,43.1374
89640.33604834032,43122.25123637528,43.1374
89640.63006566887,43122.50921482263,43.1385
89640.50693433112,43121.921985177374,43.1385
89639.58978392457,43122.42081889627,43.1385
89639.89607708283,43122.66277612677,43.1396
89639.74532291717,43122.082023873234,43.1396
89638.85277957744,43122.62365694275,43.1396
89639.15853318622,43122.85421134682,43.1406
89639.00126681378,43122.275188653184,43.1406
89638.11486217727,43122.82681062074,43.1406
89638.44760034425,43123.04588686128,43.1417
89638.23579965575,43122.48451313873,43.1417
89637.40607712908,43123.11820114751,43.1417
89637.74244686041,43123.311730012894,43.1433
89637.51075313959,43122.75826998711,43.1433
89636.70416662369,43123.421156201366,43.1433
89637.06841483885,43123.59169584184,43.145
89636.77398516114,43123.068904158165,43.145
89636.04988052721,43123.82101612954,43.145
89636.42516971688,43123.952835786775,43.1469
89636.08943028311,43123.455564213225,43.1469
89635.42851404409,43124.26376572294,43.1469
89635.83252668938,43124.34895420956,43.148
89635.42667331062,43123.90704579043,43.148
89634.89308596811,43124.80442229795,43.148
89635.2834938951,43124.85222037391,43.148
89634.8481061049,43124.439379626085,43.148
89634.37773208694,43125.371446317,43.148
89634.76191026,43125.40221002101,43.148
89634.31868973999,43124.99778997898,43.148
89633.8662665966,43125.938700866696,43.148
89634.27980838336,43125.92328545385,43.148
89633.77099161664,43125.605314546156,43.148
89633.49544848719,43126.61232794457,43.148
89633.77881732406,43126.72497113085,43.148
89633.26998267593,43126.40702886915,43.148
89632.9944962305,43127.414057746886,43.148
89633.2778921577,43127.52665130763,43.148
89632.76890784231,43127.20894869237,43.148
89632.49389564124,43128.216107192326,43.148
89632.77739005833,43128.32849438053,43.148
89632.26820994169,43128.01110561948,43.148
89631.9938187316,43129.01843352776,43.148
89632.2767011704,43129.13173521004,43.148
89631.7686988296,43128.81246478996,43.148
89631.49058263321,43129.81877056799,43.148
89631.77128018341,43129.935869978755,43.148
89631.26791981659,43129.60933002124,43.148
89630.97536673746,43130.6115339447,43.148
89631.256540233,43130.72933924742,43.148
89630.753659767,43130.40206075258,43.148
89630.45963584194,43131.40383410997,43.148
89630.74040253225,43131.522409853314,43.148
89630.23839746777,43131.19379014668,43.148
89629.94170048895,43132.19477510748,43.148
89630.22410088572,43132.311097842794,43.148
89629.71909911429,43131.98710215721,43.148
89629.43160719071,43132.990769619086,43.148
89629.71390926823,43133.10631617169,43.148
89629.20829073177,43132.78328382831,43.148
89628.92271276102,43133.787497560785,43.148
89629.20490926823,43133.90301617169,43.148
89628.69929073176,43133.579983828306,43.148
89628.41371276102,43134.584197560784,43.148
89628.69298819957,43134.704199662876,43.148
89628.19321180043,43134.37220033713,43.148
89627.88976779042,43135.37116066523,43.148
89628.16939233789,43135.492393178225,43.148
89627.67080766211,43135.15860682177,43.148
89627.36378940592,43136.15647445965,43.148
89627.64359233789,43136.277793178226,43.148
89627.14500766211,43135.944006821774,43.148
89626.83798940592,43136.94187445965,43.148
89627.11779233789,43137.063193178226,43.148
89626.61920766211,43136.729406821774,43.148
89626.31218940591,43137.72727445965,43.148
89626.59168341894,43137.84905369563,43.148
89626.09371658105,43137.51434630437,43.148
89625.78485434789,43138.511644729806,43.148
89626.06531747141,43138.63215558524,43.148
89625.5654825286,43138.300244414764,43.148
89625.26221471587,43139.29925823803,43.148
89625.55239803204,43139.40351661181,43.148
89625.03280196796,43139.103483388186,43.148
89624.79254462729,43140.11949344015,43.148
89625.08001180072,43140.22159276698,43.148
89624.56038819929,43139.921607233024,43.148
89624.32022411008,43140.93763933573,43.148
89624.60609825529,43141.04245359154,43.148
89624.0897017447,43140.73694640846,43.148
89623.83872136154,43141.750360851,43.148
89624.12225823574,43141.86019299783,43.148
89623.61134176426,43141.54560700216,43.148
89623.34249000721,43142.554427452465,43.148
89623.62657535548,43142.66522751956,43.148
89623.11582464451,43142.35037248044,43.148
89622.84644160146,43143.35905118494,43.148
89623.13056661148,43143.46984169951,43.148
89622.61983338851,43143.154958300496,43.148
89622.35039433498,43144.16362203827,43.148
89622.63535775585,43144.27305121722,43.148
89622.12304224414,43143.96074878278,43.148
89621.85869594259,43144.97075918617,43.148
89622.13731236072,43145.08966170454,43.148
89621.63708763928,43144.75833829546,43.148
89621.3349943182,43145.75770786905,43.148
89621.61570742546,43145.87716916108,43.148
89621.11549257455,43145.54583083891,43.148
89620.81336946307,43146.54519141817,43.148
89621.09604495659,43146.661651289796,43.148
89620.59175504342,43146.336548710206,43.148
89620.30206236735,43147.33958318863,43.148
89620.58445746246,43147.455209633874,43.148
89620.07934253755,43147.13139036612,43.148
89619.79220122042,43148.13515820818,43.148
89620.07416263018,43148.251201569365,43.148
89619.56903736982,43147.927398430635,43.148
89619.28192810211,43148.93117543392,43.148
89619.56391013041,43149.04718344827,43.148
89619.0588898696,43148.72321655173,43.148
89618.77145517245,43149.72690043468,43.148
89619.05253746477,43149.84433580017,43.148
89618.54926253523,43149.517664199826,43.148
89618.25644733277,43150.5197915492,43.148
89618.5384109283,43150.63640407567,43.148
89618.03418907171,43150.31119592433,43.148
89617.74428641444,43151.31416976099,43.148
89618.02740507627,43151.42867979465,43.148
89617.52059492374,43151.107520205354,43.148
89617.23873401785,43152.11278358755,43.148
89617.52187569665,43152.22643471274,43.148
89617.01412430334,43151.906765287255,43.148
89616.73521762418,43152.912852322195,43.148
89617.01985498132,43153.02379829073,43.148
89616.50894501868,43152.709201709265,43.148
89616.24007236423,43153.71801660442,43.148
89616.52982754602,43153.81924329276,43.148
89616.00797245397,43153.52315670723,43.148
89615.77542235746,43154.540958486745,43.148
89616.06062699504,43154.646049813746,43.148
89615.54577300495,43154.33795018625,43.148
89615.28970062084,43155.35008998346,43.148
89615.5728778236,43155.46103177099,43.148
89615.0631221764,43155.14456822901,43.148
89614.79056076336,43156.1523927453,43.148
89615.07227029018,43156.26736384735,43.148
89614.56632970982,43155.944836152645,43.148
89614.28175384217,43156.94933430061,43.148
89614.56695568548,43157.059945673514,43.148
89614.05524431453,43156.74665432648,43.148
89613.78894775496,43157.75615228491,43.148
89614.07376529503,43157.86549321289,43.148
89613.56223470496,43157.551906787114,43.148
89613.29535595703,43158.56125098343,43.148
89613.5977332489,43158.63740535779,43.148
89613.0506667511,43158.390994642206,43.148
89612.91351547404,43159.425977496336,43.148
89613.21827651371,43159.47923252335,43.148
89612.66152348628,43159.255567476655,43.148
89612.56712492218,43160.2953217124,43.148
89612.88311917357,43160.305545906565,43.148
89612.30048082642,43160.16225409343,43.148
89612.35298031144,43161.204963911914,43.148
89612.66738244238,43161.17293415077,43.148
89612.07141755761,43161.103465849235,43.148
89612.25361949744,43162.13147480793,43.148
89612.5520972047,43162.103522225174,43.148
89611.95490279532,43162.161477774825,43.148
89612.35009258277,43163.12782401562,43.148
89612.64856256357,43163.10376971337,43.148
89612.05623743644,43163.19943028662,43.148
89612.51183428874,43164.138808545205,43.148
89612.78182752742,43163.967614825204,43.148
89612.22097247257,43164.1807851748,43.148
89612.85668391599,43165.00895842476,43.148
89613.01064817166,43164.606359026526,43.148
89612.53635182833,43164.97384097347,43.148
89613.38596991157,43165.58059390554,43.148
89613.46714865332,43165.19681176386,43.148
89613.02045134667,43165.59738823614,43.148
89613.9114274538,43166.14159551106,43.148
89614.05155084725,43165.85990092764,43.1492
89613.70584915276,43166.350299072365,43.1492
89614.6960302412,43166.681269490815,43.1492
89615.04386602846,43166.576665207336,43.148
89614.86293397154,43167.14873479266,43.148
89615.90684930887,43167.16425342817,43.148
89615.96489396482,43166.884136907196,43.148
89615.97430603518,43167.4840630928,43.148
89616.96947697601,43167.16841321606,43.148
89617.35562121356,43166.867641983175,43.148
89617.47737878645,43167.45515801682,43.148
89618.39569338942,43166.95847071185,43.148
89619.60190477164,43166.40763969264,43.148
89619.83249522836,43166.96156030736,43.148
89620.64040102453,43166.30028257213,43.148
89620.348350457,43166.10794074959,43.148
89620.714249543,43166.5834592504,43.148
89621.32383083468,43165.73586819,43.148
89621.08365896784,43165.55513993116,43.148
89621.56054103217,43165.91926006885,43.148
89621.92896689616,43164.94239655943,43.148
89621.82789558,43164.58285744944,43.148
89622.33850441998,43164.89794255057,43.148
89622.6083418352,43163.88938526669,43.148
89623.07393221903,43162.56375687571,43.1489
89623.57706778098,43162.890643124294,43.1489
89623.87031041432,43161.888640730096,43.1489
89625.24624951964,43159.220951817035,43.148
89625.73135048038,43159.57404818296,43.148
89626.07729394322,43158.58899839878,43.148
89625.78976957082,43158.475160482456,43.148
89626.29523042917,43158.798439517544,43.148
89626.58129839181,43157.79436523609,43.148
89626.30513147388,43157.66976414995,43.148
89626.79806852613,43158.01183585005,43.148
89627.12171950017,43157.01923824625,43.148
89626.83744067354,43156.902952079625,43.148
89627.34095932647,43157.22924792037,43.148
89627.63302640124,43156.22690224514,43.148
89627.34917254349,43156.11331348534,43.148
89627.85622745652,43156.43408651466,43.148
89628.13732171555,43155.42860847826,43.148
89627.85640104112,43155.31155897122,43.148
89628.35979895887,43155.63804102879,43.148
89628.65223676262,43154.635803470424,43.148
89628.37168925295,43154.51705002809,43.148
89628.87351074706,43154.84594997191,43.148
89629.17076657305,43153.84513084316,43.148
89628.88836510386,43153.72875517554,43.148
89629.39343489613,43154.052644824464,43.148
89629.68071608152,43153.048917012886,43.148
89629.39548812732,43152.938056787345,43.148
89629.90671187268,43153.25214321265,43.148
89630.17457737551,43152.24306042442,43.148
89629.88268766957,43152.14577538779,43.148
89630.40891233043,43152.434024612216,43.148
89630.62621537404,43151.41285889855,43.148
89630.33949156871,43151.31194548037,43.148
89630.86030843129,43151.60985451963,43.148
89631.09641506543,43150.59287189569,43.148
89630.81596299434,43150.47964083033,43.148
89631.32203700567,43150.80195916967,43.148
89631.60619723225,43149.79734331446,43.148
89631.32507207326,43149.68030363894,43.148
89631.82852792673,43150.006696361066,43.148
89632.12078787021,43149.0044069109,43.148
89631.83944372402,43148.886893167684,43.148
89632.34275627599,43149.21350683231,43.148
89632.63545610772,43148.211345746706,43.148
89632.35139153786,43148.0980547759,43.148
89632.86000846214,43148.4163452241,43.148
89633.13618408031,43147.40950512619,43.148
89632.84656397047,43147.30721896951,43.148
89633.36723602953,43147.60538103049,43.148
89633.60383676829,43146.5885132349,43.148
89633.31538833266,43146.488528731796,43.148
89633.83721166734,43146.7846712682,43.148
89634.069870894,43145.766894442175,43.148
89633.78272565355,43145.66506938367,43.148
89634.30207434646,43145.96553061633,43.148
89634.54316872111,43144.94971884518,43.148
89634.25786794742,43144.84389481578,43.148
89634.77133205257,43145.15430518422,43.148
89635.03195061407,43144.14332649145,43.148
89634.74531127744,43144.03759300299,43.148
89635.25828872256,43144.34880699701,43.148
89635.52048999004,43143.33823759146,43.148
89635.23933898835,43143.223626739265,43.148
89635.74126101166,43143.55237326073,43.148
89636.03821086913,43142.551463294505,43.148
89635.76366607733,43142.42384432182,43.1463
89636.24773392266,43142.77835567818,43.1463
89636.59655226058,43141.79432025776,43.1463
89636.32496675068,43141.65819690213,43.1428
89636.78863324934,43142.03900309787,43.1428
89637.1914769929,43141.07582250223,43.1428
89636.92420432788,43140.92970416613,43.1397
89637.36039567213,43141.34169583387,43.1397
89637.82895277959,43140.40871442623,43.1397
89637.56303709502,43140.25478789239,43.1366
89637.96436290497,43140.700812107614,43.1366
89638.50707369203,43139.808923650075,43.1366
89638.22988555962,43139.655775163075,43.1338
89638.59871444039,43140.12902483692,43.1338
89639.20304945641,43139.277685198686,43.1338
89638.9271912045,43139.112912698416,43.1308
89639.2692087955,43139.605887301586,43.1308
89639.91982433862,43138.78937068167,43.1308
89639.6327962854,43138.62381577101,43.1266
89639.95020371462,43139.13298422899,43.1266
89640.64011409665,43138.34938761797,43.1266
89640.37273704229,43138.16460470657,43.1224
89640.63346295772,43138.70499529343,43.1224
89641.40375097809,43138.000256807616,43.1224
89641.09298264683,43137.81710917258,43.1186
89641.35701735318,43138.35589082741,43.1186
89642.12296942473,43137.646442156074,43.1186
89641.8162755142,43137.46284041905,43.115
89642.06212448579,43138.01015958095,43.115
89642.85139860315,43137.32675171399,43.115
89642.49319652315,43137.15877589574,43.115
89642.73920347686,43137.706024104256,43.115
89643.52828034754,43137.02238841047,43.115
89643.20935546556,43136.840067541074,43.115
89643.37644453444,43137.416332458924,43.115
89644.25334152975,43136.84971821852,43.115
89643.89261174641,43136.64477218771,43.115
89643.98098825358,43137.23822781229,43.115
89644.92589270763,43136.794205821396,43.115
89644.68138644638,43136.53501293454,43.1149
89644.63461355362,43137.13318706546,43.1149
89645.65495688486,43136.91205482129,43.1149
89645.61846170771,43136.62885236048,43.1147
89645.35753829229,43137.16914763951,43.1147
89646.38849213171,43137.333872359035,43.1147
89646.48928629003,43137.06437483902,43.1145
89646.07991370997,43137.50302516098,43.1145
89647.01568386993,43137.96598763342,43.1145
89647.23385569434,43137.78580095446,43.1143
89646.69574430566,43138.05119904554,43.1143
89647.4071301518,43138.81535231447,43.1143
89647.67333370056,43138.70219907067,43.1141
89647.08346629945,43138.812000929334,43.1141
89647.56140309777,43139.74021233521,43.1141
89647.83996807346,43139.67885136855,43.1146
89647.24523192654,43139.59954863144,43.1146
89647.41042877147,43140.63042691154,43.1146
89647.72082245507,43140.56417988958,43.1186
89647.13497754492,43140.43462011042,43.1186
89647.21196703472,43141.475808183575,43.1186
89647.53777733498,43141.39132182168,43.1225
89646.95582266501,43141.24527817832,43.1225
89647.00339392773,43142.28822444992,43.1225
89647.32015176506,43142.25848507073,43.1255
89646.73924823494,43142.108314929275,43.1255
89646.7794164309,43143.1515725502,43.1255
89647.09404378122,43143.132712210914,43.1285
89646.51735621877,43142.96708778908,43.1285
89646.52965929694,43144.01104593744,43.1285
89646.83635613523,43144.02511756409,43.1321
89646.27784386478,43143.80588243592,43.1321
89646.19170811973,43144.84635378409,43.1321
89646.488944417,43144.9079453629,43.1381
89645.94805558301,43144.648254637104,43.1381
89645.78568212366,43145.67958139,43.1381
89646.07891697674,43145.76159820495,43.1432
89645.54668302326,43145.48460179505,43.1432
89645.35113931684,43146.510156589124,43.1432
89645.63588904733,43146.61164672703,43.147
89645.12151095267,43146.30275327296,43.147
89644.86387757654,43147.31449682445,43.147
89645.14801076017,43147.42405569434,43.1472
89644.63618923983,43147.11094430566,43.1472
89644.37024768553,43148.120535867216,43.1472
89644.6489876844,43148.23939898724,43.1475
89644.1488123156,43147.90800101276,43.1475
89643.84657004251,43148.907325614644,43.1475
89644.13160173826,43149.02005425854,43.1477
89643.62199826173,43148.703345741465,43.1477
89643.34895247154,43149.71103912754,43.1477
89643.63675874757,43149.81610219411,43.1478
89643.11924125243,43149.51249780588,43.1478
89642.87199268627,43150.52682915859,43.1478
89643.15758411498,43150.6328833457,43.1479
89642.64181588501,43150.3263166543,43.1479
89642.38875551433,43151.3392137166,43.1479
89642.67258018299,43151.44880565496,43.1479
89642.16081981701,43151.13559434505,43.1479
89641.89468115015,43152.145133943275,43.1479
89642.17854736386,43152.256010664656,43.1479
89641.66765263614,43151.94138933535,43.1479
89641.39873111782,43152.95019121285,43.1479
89641.68258151393,43153.06137965446,43.148
89641.17201848606,43152.74622034554,43.148
89640.90203448515,43153.754738379765,43.148
89641.18648904152,43153.865054481794,43.148
89640.67491095848,43153.5515455182,43.148
89640.40818506069,43154.560930138396,43.148
89640.69411850139,43154.668463993694,43.148
89640.17928149863,43154.360336006306,43.148
89639.92315335436,43155.37246167126,43.148
89640.20861013288,43155.47967797694,43.148
89639.69378986712,43155.171522023054,43.148
89639.43760674352,43156.18363377628,43.148
89639.71407750793,43156.304951645565,43.148
89639.21732249207,43155.96844835444,43.148
89638.90486118145,43156.96462502642,43.148
89639.18405279584,43157.087388123604,43.148
89638.68734720416,43156.750811876394,43.148
89638.37473958798,43157.7469426528,43.148
89638.65478943047,43157.868446779394,43.148
89638.15641056953,43157.5343532206,43.148
89637.84877740202,43158.532031434916,43.148
89638.13098957115,43158.64975551271,43.148
89637.62761042886,43158.323244487285,43.148
89637.33511495762,43159.32546523714,43.148
89637.61727721075,43159.4417347321,43.148
89637.11232278924,43159.1176652679,43.148
89636.82468422632,43160.12129070253,43.148
89637.10834604545,43160.234704486415,43.148
89636.60005395455,43159.91589551358,43.148
89636.32285171194,43160.92245348482,43.148
89636.60582446985,43161.0358981598,43.148
89636.09777553016,43160.71670184021,43.148
89635.81980613404,43161.723048232845,43.148
89636.09990375882,43161.84105512562,43.148
89635.5976962412,43161.51274487438,43.148
89635.30161624795,43162.51391252937,43.148
89635.58107116247,43162.63467593379,43.148
89635.08192883754,43162.301724066216,43.148
89634.7765802207,43163.30010387488,43.148
89635.05803833419,43163.418749060445,43.148
89634.55556166582,43163.09085093956,43.148
89634.26030313187,43164.09226111393,43.148
89634.54252465734,43164.20871659312,43.148
89634.03767534265,43163.88448340688,43.148
89633.74971135626,43164.888015524484,43.148
89634.0295352523,43165.0074247118,43.148
89633.52886474771,43164.6767752882,43.148
89633.22811762734,43165.67655084095,43.148
89633.50885005422,43165.79584704614,43.148
89633.00754994577,43165.466152953864,43.148
89632.7087098462,43166.46650018072,43.148
89632.99138431306,43166.58261159744,43.148
89632.48601568694,43166.25918840255,43.148
89632.19966134186,43167.26318104353,43.148
89632.46168031656,43167.406501885795,43.148
89631.99751968346,43167.0262981142,43.148
89631.59592704735,43167.99000105514,43.148
89631.85220526814,43168.1492344461,43.148
89631.41779473185,43167.735365553905,43.148
89630.945218513,43168.666317560484,43.148
89631.19147517496,43168.84090163689,43.148
89630.79712482505,43168.38869836312,43.148
89630.24062787705,43169.272050583175,43.148
89629.72953322272,43170.111031723594,43.1494
89629.27006677729,43169.72516827641,43.1494
89628.85669425469,43170.68387740908,43.1494
89628.48886421895,43171.58216822577,43.1471
89628.09813578105,43171.126831774236,43.1471
89627.53460591412,43172.00571406317,43.1471
89626.79925933211,43173.024219916966,43.148
89626.50634066788,43172.50058008303,43.148
89625.78006694345,43173.250597773695,43.148
89624.15190061527,43174.504995269584,43.148
89623.84469938475,43173.98960473042,43.148
89623.13931576806,43174.75930205088,43.148
89622.10357933135,43175.72477081685,43.148
89621.75582066864,43175.235829183155,43.148
89621.11479727716,43176.05989777117,43.148
89620.2651328999,43176.9893544066,43.148
89619.72866710009,43176.72064559341,43.148
89619.54905197801,43177.74910966635,43.148
89619.50239591622,43178.482453063305,43.148
89618.91060408378,43178.38354693669,43.148
89619.04165645564,43179.41931972074,43.148
89619.21789915957,43180.15908722566,43.148
89618.61790084043,43180.160512774346,43.148
89618.92027591448,43181.15979719858,43.148
89619.22166900091,43181.79243538694,43.148
89618.62193099908,43181.81016461306,43.148
89618.95134871021,43182.80086333637,43.148
89619.20336944265,43182.24772228709,43.148
89618.67503055734,43182.532077712916,43.148
89619.41312570972,43183.27046480885,43.148
89619.89443217112,43183.57704819174,43.148
89619.50956782889,43184.03735180826,43.148
89620.46917269421,43184.44864057036,43.148
89621.34166115493,43184.79123771968,43.148
89621.02773884506,43185.302562280325,43.148
89622.03690760107,43185.570103849794,43.148
89622.89433415007,43185.747179877995,43.148
89622.51966584992,43186.21582012201,43.148
89623.48806707334,43186.60594716692,43.148
89623.59841123303,43186.31225991149,43.148
89623.27578876696,43186.81814008851,43.148
89624.28023362836,43187.10290411014,43.148
89624.38576140619,43186.81461118994,43.148
89624.08123859382,43187.33158881006,43.148
89625.09512936688,43187.58063802061,43.148
89625.18953326363,43187.28834544916,43.148
89624.90586673636,43187.81705455084,43.148
89625.92888183612,43188.02547754545,43.148
89626.01857825682,43187.7331585393,43.148
89625.73862174318,43188.263841460706,43.148
89626.76307153568,43188.46509418941,43.148
89626.8459892686,43188.169663579414,43.148
89626.5706107314,43188.70273642058,43.148
89627.59675473528,43188.89516422863,43.148
89627.62032160122,43188.573679564666,43.148
89627.43007839879,43189.14272043534,43.148
89628.47360145111,43189.17527200408,43.148
89628.41836807613,43188.85158592687,43.148
89628.38423192386,43189.45061407314,43.148
89629.39968024378,43189.207993587115,43.148
89629.29098741522,43188.90649525904,43.148
89629.36821258477,43189.501504740954,43.148
89630.32128246984,43189.0752913841,43.148
89630.17349514767,43188.796740863516,43.148
89630.35490485234,43189.36865913648,43.148
89631.21739712163,43188.78035049219,43.148
89630.97314629708,43188.55707448587,43.148
89631.31505370293,43189.05012551413,43.148
89631.96585171376,43188.23375432358,43.148
89631.68283868986,43188.06780666446,43.148
89632.08376131015,43188.51419333553,43.148
89632.62727778511,43187.62279563284,43.148
89632.3356501585,43187.481686917214,43.148
89632.7505498415,43187.91511308279,43.148
89633.26547694263,43187.00690052834,43.148
89632.9576341558,43186.88908714323,43.148
89633.41996584421,43187.27151285677,43.148
89633.82617618924,43186.309747185995,43.148
89633.54573702894,43186.178136770344,43.148
89634.00346297107,43186.56606322966,43.148
89634.42114409886,43185.609223429776,43.148
89634.13034346365,43185.48935245543,43.148
89634.61265653634,43185.84624754458,43.148
89634.96632514858,43184.86394487887,43.148
89634.69428831944,43184.72744691887,43.148
89635.16591168055,43185.098353081135,43.148
89635.5482769371,43184.12686106482,43.148
89635.29080858117,43183.97001411743,43.148
89635.73679141884,43184.37138588257,43.148
89636.1827529419,43183.42739527054,43.148
89635.9186178708,43183.27244024744,43.148
89636.3613821292,43183.67735975256,43.148
89636.81486584186,43182.73695956936,43.148
89636.55165673871,43182.580279095935,43.1478
89636.98874326129,43182.99132090406,43.1478
89637.45526968021,43182.057322462366,43.1478
89637.21208205132,43181.880435775805,43.1477
89637.60351794868,43182.33516422419,43.1477
89638.16568074732,43181.45540683775,43.1477
89637.89766360035,43181.29120253219,43.1476
89638.25713639964,43181.77159746781,43.1476
89638.87805822601,43180.93227866783,43.1476
89638.64064334593,43180.737638835046,43.1474
89638.94355665408,43181.25556116495,43.1474
89639.65530388318,43180.491744486426,43.1474
89639.51774509164,43180.24348998795,43.1472
89639.63605490836,43180.831710012055,43.1472
89640.55726670685,43180.34041697214,43.1472
89640.48043683484,43180.053188526916,43.1471
89640.51096316516,43180.652411473086,43.1471
89641.49440491028,43180.3019227828,43.1471
89641.45930128434,43180.00606882453,43.147
89641.40869871565,43180.60393117547,43.147
89642.43043725156,43180.38933761448,43.147
89642.42235149881,43180.08863862338,43.147
89642.32184850117,43180.68016137662,43.147
89643.35797125539,43180.551904996064,43.147
89643.38874213584,43180.25652050581,43.147
89643.19765786416,43180.82527949419,43.147
89644.2411316473,43180.859373786116,43.147
89644.29653740907,43180.563947868875,43.147
89644.03646259094,43181.10465213113,43.147
89645.06767377043,43181.267758030226,43.147
89645.11537546395,43180.95791838918,43.147
89644.86962453603,43181.50528161082,43.147
89645.90477203607,43181.641184879874,43.147
89645.95043669267,43181.33293349457,43.147
89645.71796330732,43181.88606650543,43.147
89646.75608835144,43181.99695564222,43.147
89646.81514329946,43181.69649114809,43.147
89646.56685670055,43182.2427088519,43.147
89647.6013628397,43182.3834109982,43.147
89647.6667471894,43182.08359563584,43.147
89647.41625281061,43182.62880436416,43.147
89648.45018121386,43182.773690631344,43.147
89648.5207672838,43182.4760181036,43.147
89648.2612327162,43183.0169818964,43.147
89649.29260632134,43183.17905761266,43.147
89649.3701513008,43182.88356544437,43.147
89649.10184869921,43183.420234555626,43.147
89650.13044851876,43183.59907100262,43.147
89650.21907899388,43183.308180617525,43.147
89649.93232100613,43183.835219382476,43.147
89650.95409794159,43184.04962997956,43.147
89651.05358540153,43183.762341700414,43.147
89650.75341459847,43184.28185829959,43.147
89651.76936099863,43184.522384671785,43.147
89651.87793410763,43184.238759774686,43.147
89651.56426589236,43184.750240225316,43.147
89652.57356741771,43185.01728035879,43.147
89652.68543142015,43184.733970709894,43.147
89652.36816857987,43185.2432292901,43.147
89653.37556430035,43185.51737140045,43.147
89653.49683130039,43185.23970578746,43.147
89653.1609686996,43185.73689421253,43.147
89654.1575473751,43186.048071001336,43.147
89654.28075426978,43185.76926808915,43.147
89653.9426457302,43186.264931910846,43.147
89654.93780636949,43186.58061423263,43.147
89655.07366706434,43186.310635521935,43.147
89654.71013293567,43186.78796447806,43.147
89655.68744826021,43187.15519021444,43.147
89655.80994321132,43186.87217430315,43.147
89655.47805678868,43187.37202569685,43.147
