# x_m, y_m, w_tr_right_m, w_tr_left_m
89646.53940831224,43137.88354468322,2.6603365255547575,2.6603365255547575
89646.95089169772,43138.479039290454,2.6565842749626323,2.6565842749626323
89647.33274620376,43139.071853663234,2.6068878887826776,2.6068878887826776
89647.69185518978,43139.63369067335,2.6833958302568997,2.6833958302568997
89647.91181271197,43140.24439471715,2.633505945061754,2.633505945061754
89647.93522468551,43140.94520304899,2.6816071064706852,2.6816071064706852
89647.82136695238,43141.68181006776,2.6325262633149578,2.6325262633149578
89647.62996608122,43142.39953736507,2.405174764372955,2.405174764372955
89647.41026769356,43143.05252500071,2.3680663722982467,2.3680663722982467
89647.14936160402,43143.64722103059,2.235903369653794,2.235903369653794
89646.827414106,43144.20935905356,2.193630401946693,2.193630401946693
89646.47128019713,43144.76491113731,2.0986563334708426,2.0986563334708426
89646.1085831211,43145.33356686847,2.0522388008695134,2.0522388008695134
89645.7437393811,43145.916126898956,2.0533371805354137,2.0533371805354137
89645.37684979025,43146.50987916046,2.0046764452602535,2.0046764452602535
89645.00801516174,43147.11211158473,2.0227748395312384,2.0227748395312384
89644.63733630873,43147.72011210342,1.972839881956608,1.972839881956608
89644.2649140444,43148.33116864828,2.0399332939514987,2.0399332939514987
89643.89084918189,43148.942569151004,1.990591133156568,1.990591133156568
89643.51524265653,43149.55160619164,2.0860214286024603,2.0860214286024603
89643.13821973233,43150.156497597876,2.038174540604357,2.038174540604357
89642.75995919551,43150.75749673534,2.2121344048155014,2.2121344048155014
89642.38064695844,43151.35512798068,2.164136072432964,2.164136072432964
89642.00046893347,43151.949915710575,2.3897458602839143,2.3897458602839143
89641.61961103295,43152.542384301705,2.3436320540906546,2.3436320540906546
89641.23825916911,43153.13305813068,2.6083263518389908,2.6083263518389908
89640.85659925437,43153.72246157421,2.5614601967239237,2.5614601967239237
89640.47481720104,43154.311119008904,2.8561094351061325,2.8561094351061325
89640.09309892144,43154.899554811476,2.8106822896958943,2.8106822896958943
89639.7116303279,43155.48829335854,3.0300919959979606,3.0300919959979606
89639.33059733275,43156.07785902679,2.9832389997072926,2.9832389997072926
89638.95018584833,43156.66877619286,3.1198911357920975,3.1198911357920975
89638.57056833162,43157.26153928722,3.0726904943136977,3.0726904943136977
89638.19171149563,43157.85618483503,3.219085363739523,3.219085363739523
89637.81342138353,43158.45239177365,3.1708379576107797,3.1708379576107797
89637.43549977108,43159.04982954299,3.2805116120002586,3.2805116120002586
89637.05774843412,43159.64816758303,3.231448197200569,3.231448197200569
89636.67996914843,43160.24707533369,3.3656526595034673,3.3656526595034673
89636.30196368988,43160.84622223495,3.3168696575947543,3.3168696575947543
89635.92353383424,43161.44527772673,3.443270655302967,3.443270655302967
89635.54448135736,43162.043911249,3.394869804145442,3.394869804145442
89635.16460803499,43162.64179224171,3.37847018446286,3.37847018446286
89634.78370843129,43163.23858978405,3.3292354738323953,3.3292354738323953
89634.40147885737,43163.833968040584,3.367717510229322,3.367717510229322
89634.01754464168,43164.427587625185,3.317857537605462,3.317857537605462
89633.6315295365,43165.019109072964,3.4242371462263694,3.4242371462263694
89633.24305729405,43165.608192918946,3.3766138510191155,3.3766138510191155
89632.85175166653,43166.19449969824,3.5840200344973123,3.5840200344973123
89632.45723640625,43166.777689945906,3.538487957366975,3.538487957366975
89632.0591352654,43167.357424197005,3.6804863625234074,3.6804863625234074
89631.65707199622,43167.93336298663,3.6315616364439633,3.6315616364439633
89631.25067035097,43168.50516684982,3.7133759809218905,3.7133759809218905
89630.83994426877,43169.072687214,3.6636172294287435,3.6636172294287435
89630.42979519644,43169.63816663644,3.7192932007169945,3.7192932007169945
89630.02845320667,43170.20547614801,3.6693756928319337,3.6693756928319337
89629.64421228964,43170.778518050145,3.7125729949073145,3.7125729949073145
89629.28536643542,43171.361194644196,3.6627218909263233,3.6627218909263233
89628.94636143484,43171.94852311558,3.77721693757542,3.77721693757542
89628.49004863571,43172.45088053494,3.7275302150042817,3.7275302150042817
89627.89896299213,43172.85419437832,3.8551867058184426,3.8551867058184426
89627.24015187552,43173.19815880933,3.8058334627934993,3.8058334627934993
89626.58079951377,43173.5225550779,3.8354306013293824,3.8354306013293824
89625.98809013475,43173.86716443392,3.7856567857285954,3.7856567857285954
89625.50705791278,43174.25446957593,3.7587601896924694,3.7587601896924694
89624.95259700202,43174.52521476773,3.710046500955488,3.710046500955488
89624.35678069308,43174.6700922464,3.5675604936614893,3.5675604936614893
89623.77179829688,43174.810778678126,3.5176159618960074,3.5176159618960074
89623.1155015889,43174.98542356275,3.6337664735129485,3.6337664735129485
89622.46458367653,43175.21146812112,3.583786650545651,3.583786650545651
89621.85427521524,43175.49012045207,3.5902745281047923,3.5902745281047923
89621.27063476677,43175.805911055075,3.540398692828179,3.540398692828179
89620.72566554107,43176.17131725568,3.549779491936665,3.549779491936665
89620.27331223401,43176.61981790188,3.499857006236165,3.499857006236165
89619.85649185267,43177.07344797545,3.5489788594680785,3.5489788594680785
89619.5538527289,43177.661702895755,3.4990510314849455,3.4990510314849455
89619.36344783999,43178.29001896023,3.569981479930456,3.569981479930456
89619.247504247,43178.88100495971,3.5202118788357524,3.5202118788357524
89619.08887846071,43179.51251273159,3.536062556782499,3.536062556782499
89618.95131316944,43180.17141060212,3.486746401833992,3.486746401833992
89618.96427300118,43180.79497390202,3.4322060069827205,3.4322060069827205
89619.0429449793,43181.417654763056,3.3822113312133233,3.3822113312133233
89619.14690350673,43182.06504048557,3.425164074877073,3.425164074877073
89619.3026906328,43182.72868797417,3.3755157212175457,3.3755157212175457
89619.56584215115,43183.34610105703,3.369066982974264,3.369066982974264
89619.96312676292,43183.87642687677,3.3193690989190148,3.3193690989190148
89620.45697759114,43184.343626926886,3.335175702918598,3.335175702918598
89621.00346469086,43184.77807321801,3.285505865800713,3.285505865800713
89621.56297809415,43185.20691382305,3.2745154601806337,3.2745154601806337
89622.12449206038,43185.635964809495,3.2248836226620763,3.2248836226620763
89622.6885919524,43186.06237704223,3.2256021449011287,3.2256021449011287
89623.25589658825,43186.48327641907,3.175756982340279,3.175756982340279
89623.82702478598,43186.89578883778,3.221752998297913,3.221752998297913
89624.4025953635,43187.29704019614,3.1719722001389914,3.1719722001389914
89624.98322713892,43187.68415639194,3.32588062098866,3.32588062098866
89625.56953893024,43188.05426332297,3.2760922463746462,3.2760922463746462
89626.16255457363,43188.402747095904,3.370263052130788,3.370263052130788
89626.76548878007,43188.71558272322,3.3207864113072483,3.3207864113072483
89627.38229366134,43188.97557764712,3.410453798637909,3.410453798637909
89628.01692188549,43189.165536920766,3.3678726678706545,3.3678726678706545
89628.6733261205,43189.26826559722,3.240703478647069,3.240703478647069
89629.3527087004,43189.27130017072,3.200256948091739,3.200256948091739
89630.040980403,43189.18848343137,3.1416782136215025,3.1416782136215025
89630.71876982722,43189.04274359104,3.0934463876708818,3.0934463876708818
89631.36978693999,43188.84833884456,3.0311287044337365,3.0311287044337365
89631.98734293506,43188.59252963724,2.9816879699136987,2.9816879699136987
89632.56667546144,43188.25794329845,3.023243117895019,3.023243117895019
89633.10469983025,43187.84276217222,2.9736670833800023,2.9736670833800023
89633.6001191064,43187.361744371476,3.03306123036754,3.03306123036754
89634.05172327306,43186.83045390099,2.9835373846289435,2.9835373846289435
89634.45830231337,43186.264454765536,3.1119763016935584,3.1119763016935584
89634.81967183936,43185.67889155414,3.064797902096236,3.064797902096236
89635.1500185382,43185.08303201832,3.2364059001148506,3.2364059001148506
89635.47411342846,43184.48181560448,3.1893435287800616,3.1893435287800616
89635.81697353172,43183.88008115983,3.4677344748964027,3.4677344748964027
89636.20131709598,43183.28371617869,3.419526765793625,3.419526765793625
89636.63305466545,43182.70627544001,3.585009060264954,3.585009060264954
89637.11063402689,43182.16471805971,3.5350331273699034,3.5350331273699034
89637.63246925008,43181.676018534476,3.374463573506277,3.374463573506277
89638.19697440485,43181.25715136104,3.3249398701754176,3.3249398701754176
89638.80248737539,43180.924904117535,3.3054054355505667,3.3054054355505667
89639.4418851336,43180.682666246284,3.2555910667114407,3.2555910667114407
89640.0990246212,43180.51169689613,3.531398444177856,3.531398444177856
89640.75998677683,43180.39436550482,3.4844493692541736,3.4844493692541736
89641.42703610225,43180.329826422596,3.8479852700963306,3.8479852700963306
89642.10697081036,43180.3223279727,3.802467617023771,3.802467617023771
89642.7969149177,43180.37093358341,4.065040294901689,4.065040294901689
89643.48745844624,43180.471203713525,4.01657781991724,4.01657781991724
89644.16906868812,43180.61863302458,4.171555786325192,4.171555786325192
89644.83221293538,43180.80871617801,4.122163602653975,4.122163602653975
89645.47047004581,43181.03656498265,4.222237619579778,4.222237619579778
89646.09310636927,43181.2953610298,4.172904312263754,4.172904312263754
89646.71382588112,43181.57786515614,4.151600758698702,4.151600758698702
89647.33751187263,43181.88015550888,4.103434742508448,4.103434742508448
89647.96145134557,43182.20116667985,3.924698360198323,3.924698360198323
89648.58268314849,43182.53992657433,3.877739091679354,3.877739091679354
89649.1982461299,43182.89546309763,3.653212915718665,3.653212915718665
89649.80517913835,43183.266804155006,3.6041195112197792,3.6041195112197792
89650.40068724217,43183.652914159895,3.471422721894244,3.471422721894244
89650.98487031646,43184.051651780625,3.421431719715204,3.421431719715204
89651.56028550089,43184.45993707073,3.6384960396098984,3.6384960396098984
89652.12956790942,43184.87466029959,3.5897246295231002,3.5897246295231002
89652.69535265592,43185.292711736554,3.994867933472152,3.994867933472152
89653.26027485424,43185.71098165096,3.947539350837407,3.947539350837407
89653.8269696183,43186.126360312206,4.196963701704426,4.196963701704426
89654.39807206197,43186.53573798964,4.148891459155697,4.148891459155697
89654.97621729912,43186.93600495259,4.295057179598421,4.295057179598421
89655.56375786799,43187.323845940235,4.245833955378651,4.245833955378651
89656.15927796895,43187.69320480713,4.234878491757471,4.234878491757471
89656.75867947252,43188.03607442654,4.185420572524662,4.185420572524662
89657.35780677426,43188.344405867596,4.109170557369475,4.109170557369475
89657.95732743842,43188.606066076434,4.060759264413257,4.060759264413257
89658.59992085288,43188.77300536715,3.965113194252159,3.965113194252159
89659.29921734905,43188.79982070586,3.9168589478843048,3.9168589478843048
89659.98731845923,43188.67527888404,3.775998942607627,3.775998942607627
89660.59424603773,43188.39402851739,3.727484502721661,3.727484502721661
89661.110929118,43187.983943195766,3.6373191133820093,3.6373191133820093
89661.56786544083,43187.49445188404,3.5882402227893433,3.5882402227893433
89661.99053534643,43186.96433960099,3.529157118743108,3.529157118743108
89662.39107497668,43186.40657068591,3.480118521667976,3.480118521667976
89662.77971007153,43185.83041289987,3.4249067956434156,3.4249067956434156
89663.16620263149,43185.24492805926,3.3749253126930423,3.3749253126930423
89663.54777076677,43184.65360729552,3.4451381839238366,3.4451381839238366
89663.90794721465,43184.0538641278,3.395143788956318,3.395143788956318
89664.22957213347,43183.44280450405,3.462731277646403,3.462731277646403
89664.4954856519,43182.81753437781,3.413314195328404,3.413314195328404
89664.68394534322,43182.176024794615,3.3250697071572497,3.3250697071572497
89664.75589264878,43181.51951572869,3.275575405932451,3.275575405932451
89664.67414478947,43180.852862835774,3.2362888829807943,3.2362888829807943
89664.45115559187,43180.20458431839,3.1883314539152265,3.1883314539152265
89664.12380172226,43179.61425845926,3.0258741058022887,3.0258741058022887
89663.72120334947,43179.09447757693,2.976487465071222,2.976487465071222
89663.26201405263,43178.622305239325,2.9331519759212163,2.9331519759212163
89662.76002899818,43178.181277008654,2.8837290831970774,2.8837290831970774
89662.22091426214,43177.772360603296,2.868456752029448,2.868456752029448
89661.64999346535,43177.39662285764,2.8187215323066686,2.8187215323066686
89661.05549822774,43177.04582477926,2.8759323691915393,2.8759323691915393
89660.4465374346,43176.70892005792,2.8261588489763225,2.8261588489763225
89659.83222015286,43176.374861801494,2.960798440934623,2.960798440934623
89659.22116426217,43176.033286167534,2.911653627366801,2.911653627366801
89658.61532439693,43175.683095283544,3.0501078981107077,3.0501078981107077
89658.01185564713,43175.3298655673,3.009099050773666,3.009099050773666
89657.40780727855,43174.97932059686,3.2788176243627993,3.2788176243627993
89656.8002285569,43174.63718395024,3.254748464220974,3.254748464220974
89656.18616874795,43174.309179205484,3.5098890260601023,3.5098890260601023
89655.56196206268,43174.00559133791,3.460878844898361,3.460878844898361
89654.92069316328,43173.757434481966,3.5059745324290184,3.5059745324290184
89654.25502828184,43173.59985473898,3.460459385637256,3.460459385637256
89653.57565166612,43173.505234026175,3.427053291604075,3.427053291604075
89652.90193505339,43173.40782535036,3.385613276310864,3.385613276310864
89652.23054662463,43173.30735019544,3.330719887018481,3.330719887018481
89651.55579804495,43173.21040950137,3.282655579483202,3.282655579483202
89650.87200097948,43173.123604208115,3.4219141875377272,3.4219141875377272
89650.1734670934,43173.05353525565,3.3759389734689624,3.3759389734689624
89649.4609334374,43172.998584164685,3.461152644010436,3.461152644010436
89648.81461556704,43172.855462737396,3.412063364559088,3.412063364559088
89648.34023872713,43172.4806457946,3.338177599070764,3.338177599070764
89647.83990661168,43172.04893126264,3.2882028672345354,3.2882028672345354
89647.25769028,43171.633089406045,3.5018308894195624,3.5018308894195624
89646.63449514107,43171.21681896742,3.455100619044619,3.455100619044619
89646.01122660379,43170.78381868928,3.520891755752787,3.520891755752787
89645.42879007707,43170.31778731418,3.4709877709037475,3.4709877709037475
89644.92809096987,43169.80242358471,3.5148477077041056,3.5148477077041056
89644.55003469114,43169.221426243384,3.46487552793876,3.46487552793876
89644.32919629062,43168.564445014155,3.4630858723945823,3.4630858723945823
89644.266087578,43167.853151454205,3.4142795668995527,3.4142795668995527
89644.34981316158,43167.119940689685,3.387652430632278,3.387652430632278
89644.56946944569,43166.39721555905,3.337859984539694,3.337859984539694
89644.91415283462,43165.71737890076,3.3285491661759874,3.3285491661759874
89645.37087748991,43165.11133428765,3.283031482922823,3.283031482922823
89645.88114435031,43164.577214661884,3.293853444898776,3.293853444898776
89646.34222449712,43164.08130638932,3.24502636457483,3.24502636457483
89646.68258975631,43163.60521406123,3.3045209570484806,3.3045209570484806
89647.31820536545,43163.350156067994,3.2554293616781975,3.2554293616781975
89647.9896907452,43163.112514499204,3.3134220625786166,3.3134220625786166
89648.63790823265,43162.85631923009,3.264793185177228,3.264793185177228
89649.27110654606,43162.58793384125,3.205278386920786,3.205278386920786
89649.89753440383,43162.31372191324,3.1619889135453474,3.1619889135453474
89650.52544052427,43162.04004702665,3.1370638109961897,3.1370638109961897
89651.16197671814,43161.7724335424,3.08905562398767,3.08905562398767
89651.80619940352,43161.51021221599,3.250561231580653,3.250561231580653
89652.45354109094,43161.249941231705,3.2101228482112223,3.2101228482112223
89653.09941729266,43160.98816576876,3.461773632028095,3.461773632028095
89653.73924352102,43160.72143100643,3.4249309426972414,3.4249309426972414
89654.36928400856,43160.447147961764,3.607853979798831,3.607853979798831
89654.99474051638,43160.17184543743,3.565905891296186,3.565905891296186
89655.62616850226,43159.907513909144,3.7833522963718993,3.7833522963718993
89656.27419574493,43159.66621771845,3.7391890196380135,3.7391890196380135
89656.94591272488,43159.460148742735,4.046473554967536,4.046473554967536
89657.63545027604,43159.3019661143,4.000302648783256,4.000302648783256
89658.3339720897,43159.20443594458,4.169714457643785,4.169714457643785
89659.03264185722,43159.180324345,4.120907240174649,4.120907240174649
89659.72262326995,43159.24239742702,4.1142798494326644,4.1142798494326644
89660.39485200644,43159.401540538296,4.0693882436044815,4.0693882436044815
89661.03878887542,43159.656473561125,3.8472833856132578,3.8472833856132578
89661.64330780879,43160.001075522334,3.804191932065014,3.804191932065014
89662.19728123385,43160.42921303948,3.6878028894867088,3.6878028894867088
89662.68958423188,43160.93474172765,3.6434174129374677,3.6434174129374677
89663.10978347759,43161.50864992389,3.2171738420132723,3.2171738420132723
89663.44905742168,43162.13524370249,3.16917529142264,3.16917529142264
